,Limit,Sex,Education,Marriage,Age,Pay_sept,Pay_aug,Pay_july,Pay_june,Pay_may,Pay_april,Bill_sept,Bill_aug,Bill_july,Bill_june,Bill_may,Bill_april,Amt_sept,Amt_aug,Amt_july,Amt_june,Amt_may,Amt_april
20301,130000.0,2.0,3.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,30218.0,31706.0,34130.0,36245.0,38624.0,40989.0,2000.0,3000.0,3000.0,3000.0,3000.0,3000.0
30302,506397.020621591,1.6397020621591025,1.0,2.0,40.720595875681795,5.838212372954616,4.477914435113719,3.838212372954616,3.198510310795513,2.5588082486364105,1.919106186477308,456289.6764731909,454828.39185906947,452541.1928146788,449319.0481623927,446965.9762611308,448474.2360730678,6127.947326797983,6242.522071031388,5801.1570971762885,5993.195898045487,8467.361837198929,16386.253242320265
33775,50000.0,1.0,1.3179629279153935,2.0,38.59463022543831,0.635925855830787,0.635925855830787,0.0,0.0,0.0,0.0,52661.74073966044,50501.21438819927,49709.20561758975,49253.890559866406,48024.26453370443,50228.29942688561,2046.1112162538195,1900.6551881992762,1650.6435123851938,1597.5416587809636,10104.629578402426,1070.1161661007477
39195,60000.0,1.6814727955100257,2.0,1.3185272044899743,34.54821763591979,0.6814727955100258,1.3629455910200516,0.0,0.0,0.0,0.0,60281.905816175764,56562.95487810453,58042.33710137345,59062.816932520356,29553.919840567174,28324.413180125935,637.0544089799483,2922.513133216216,2874.8100375305144,1092.6803001893636,1168.1472795510026,1172.2361163240628
25603,160000.0,2.0,1.0,2.0,32.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,162.0,-2.0,-2.0,499.0,284.0,1248.0,0.0,0.0,501.0,285.0,1254.0,99.0
592,50000.0,1.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,34976.0,6018.0,13930.0,7106.0,6020.0,9011.0,1127.0,1074.0,215.0,249.0,4383.0,172.0
8276,140000.0,2.0,1.0,2.0,28.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37255,168996.8652961119,1.0501567351944048,1.0501567351944048,1.0501567351944048,43.648902853639164,0.9498432648055952,1.8996865296111904,0.0,0.0,0.0,0.0,84722.09719938828,78914.0438696516,69183.68958182793,51125.846430442165,33940.20376164467,34345.44827443988,2067.6112790420575,2074.7335354396632,2973.99060325326,1961.5297841058914,4811.410675669038,1964.087777600806
15695,170000.0,1.0,2.0,2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0
15052,350000.0,1.0,1.0,2.0,34.0,1.0,2.0,0.0,0.0,2.0,0.0,334427.0,322808.0,254410.0,11423.0,8415.0,10230.0,332.0,81256.0,8441.0,6.0,8013.0,1006.0
10300,180000.0,2.0,3.0,1.0,43.0,-2.0,-1.0,0.0,0.0,0.0,0.0,130500.0,47346.0,48176.0,49140.0,48129.0,45759.0,47346.0,1678.0,1642.0,2000.0,2000.0,1424.0
22690,140000.0,2.0,3.0,1.0,38.0,2.0,2.0,2.0,0.0,0.0,2.0,119715.0,122283.0,118913.0,120435.0,139795.0,142950.0,6000.0,0.0,5000.0,21500.0,5500.0,0.0
40055,250000.0,2.0,2.0,1.0,33.0,2.6125504091988048,2.0,0.4502016367952195,-2.0,-2.0,-2.0,2500.0,1531.3760229970121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414,30000.0,1.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,30287.0,28171.0,29410.0,29705.0,28647.0,28776.0,1496.0,1735.0,1030.0,1017.0,1033.0,989.0
28992,80000.0,2.0,3.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,66047.0,59910.0,55122.0,54006.0,50779.0,50257.0,2071.0,2063.0,1779.0,2087.0,1743.0,1800.0
20541,50000.0,1.0,2.0,2.0,27.0,2.0,2.0,0.0,0.0,0.0,0.0,43063.0,41932.0,38411.0,30659.0,30963.0,30505.0,0.0,1600.0,1712.0,1016.0,2500.0,0.0
42571,200000.0,2.0,1.0,1.3427341478686685,42.54445607770731,-0.31453170426266275,-1.3427341478686685,-1.3427341478686685,-1.0,0.02820244360600599,0.02820244360600599,614.5435717427948,932.0029783222279,-1.3145317042626627,197.80065156618778,166.10850494982742,1609.698220110782,932.0029783222279,0.0,199.11518327045044,197.17975563939942,1542.1795929806542,304.97135538893775
42291,70000.0,1.8325533596629755,2.1674466403370243,1.0,31.01403952606644,1.1674466403370245,2.8325533596629757,2.0,2.0,2.0,0.334893280674049,29739.2158418852,30903.052505934706,31025.88026882044,32095.476774734077,31697.618656187482,32271.76018975251,1892.4305454660375,923.3394624907944,1882.7873517640828,251.16996050553666,1248.8300394944633,1483.2553359662975
22029,320000.0,2.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,293073.0,293210.0,290057.0,25922.0,22982.0,20553.0,13300.0,12756.0,1295.0,10312.0,8394.0,8242.0
7100,150000.0,2.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,108924.0,109705.0,108748.0,108116.0,108951.0,109901.0,4000.0,5500.0,4000.0,4100.0,4300.0,4000.0
9588,80000.0,1.0,4.0,1.0,25.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,59366.0,49079.0,0.0,16638.0,18367.0,33081.0,15027.0,0.0,16638.0,2000.0,15081.0,0.0
11773,50000.0,1.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,48905.0,49764.0,36535.0,32428.0,15313.0,16057.0,1800.0,1430.0,1000.0,1000.0,1000.0,1000.0
41646,180000.0,1.6031301789286692,1.0,1.0,39.396869821071334,-0.19060946321399252,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37472,20000.0,1.4287263807950348,2.571273619204965,1.4287263807950348,47.14254723840993,-1.0,-0.4287263807950348,-1.0,-0.5712736192049652,1.1425472384099304,-0.8574527615900696,950.5077344002186,1684.5816642254945,2242.78341202063,3864.056747743071,898.6134030094103,668.3901344698093,1535.4792496129985,2242.78341202063,3358.15961840493,0.0,0.0,85.69104288074479
46002,130000.0,1.5951404665888602,1.0,2.0,34.45345486752254,-1.0,-1.0,-1.0,-1.0,-1.0,-0.40485953341113967,1452.1091871254748,887.9495761505796,1061.4162464855604,1215.2628691817933,1345.5930071987284,1218.5333296650194,887.9495761505796,1061.4162464855604,1215.2628691817933,1345.5930071987284,623.3928630761591,1469.0874660989296
40364,120000.0,1.2681801751147588,2.0,2.0,29.0,-1.2681801751147588,0.9272792995409653,0.9272792995409653,0.9272792995409653,-2.0,-2.0,4997.780478351106,2509.429904008694,739.1380231340937,0.0,0.0,0.0,739.1380231340937,0.0,0.0,0.0,0.0,1697.5805084764224
25672,170000.0,2.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,136768.0,133840.0,138172.0,140265.0,112529.0,110318.0,5000.0,6800.0,6500.0,8300.0,0.0,4200.0
29254,50000.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,49007.0,48847.0,47241.0,47683.0,46844.0,47537.0,1922.0,2200.0,2000.0,1400.0,2000.0,2270.0
37057,200000.0,2.0,1.648982198237844,2.0,27.595928792951376,1.0,-2.0,-2.0,-2.0,-2.0,-1.648982198237844,0.0,0.0,0.0,0.0,0.0,167.08447363878622,0.0,0.0,0.0,0.0,167.08447363878622,260.74274767401056
996,140000.0,1.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,2.0,39716.0,40799.0,41853.0,44452.0,45433.0,46383.0,1600.0,1600.0,3169.0,1700.0,1700.0,1495.0
16321,180000.0,2.0,2.0,2.0,44.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,3481.0,757.0,9877.0,4383.0,3482.0,4479.0,761.0,9962.0,3485.0,2.0,4479.0,5392.0
35690,20000.0,2.0,2.733903907590452,1.0,41.660960924095484,1.4678078151809035,2.201711722771355,1.4678078151809035,1.4678078151809035,2.201711722771355,1.4678078151809035,14842.39622265293,14716.84516588773,15247.433573359755,16576.6817731616,16253.378526666822,16661.356935366468,410.5862705879329,1069.1849840264827,1805.7498525410297,158.06107889127165,898.0851966071431,1113.090839274058
26953,200000.0,1.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,71656.0,63331.0,54977.0,45849.0,32706.0,23542.0,1714.0,1602.0,1144.0,786.0,471.0,2300.0
24413,160000.0,1.0,3.0,1.0,38.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,6763.0,1651.0,3107.0,4187.0,2474.0,192.0,1651.0,3107.0,4187.0,0.0,192.0,5510.0
44886,232836.74045674317,2.0,1.7163259543256837,1.2836740456743163,39.46121526921094,-0.4326519086513674,-1.0,-1.0,-1.0,-1.0,-1.0,4032.9151228535993,775.2293540257216,3646.09910751773,18131.65049674929,421.4432968495033,2952.4794673782844,775.2293540257216,3646.09910751773,18131.65049674929,274.59647621273814,5757.611904517661,2805.1324371393775
19817,20000.0,2.0,2.0,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,19946.0,18694.0,17228.0,16923.0,10467.0,10526.0,1593.0,1340.0,1171.0,402.0,600.0,538.0
8538,80000.0,2.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,73056.0,74736.0,65581.0,63939.0,65278.0,66578.0,2953.0,2333.0,2288.0,2369.0,2385.0,2458.0
38519,30000.0,1.0,1.3514617924326666,1.3514617924326666,33.782458490808004,7.297076415134667,6.297076415134667,5.297076415134667,4.297076415134667,3.2970764151346668,1.9456146227020006,34380.79568399957,33792.491066553004,33006.68345853355,32159.721498630817,30944.002861374513,30668.51777596729,0.0,2.811694339461332,0.0,0.0,356.73371931915653,351.4617924326665
16807,110000.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,110721.0,111242.0,105199.0,104587.0,49001.0,45093.0,3938.0,5720.0,3078.0,2000.0,2000.0,2000.0
17564,50000.0,2.0,2.0,2.0,45.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,330.0,330.0,4975.0,4810.0,330.0,330.0,330.0,4975.0,4838.0,330.0,330.0,330.0
37214,70000.0,1.463308321443988,2.0,1.463308321443988,30.83022510700411,0.9266166428879758,0.9266166428879758,0.9266166428879758,0.0,0.0,0.0,70534.22478725243,71922.74211297657,69057.51981311596,69130.43422976873,47648.23907778961,49886.742770330784,3467.2618076080835,1737.270963485811,4086.43930518595,1788.9048225389056,3610.0750356680364,2044.791712316264
6060,170000.0,2.0,1.0,2.0,36.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,248.0,832.0,416.0,2304.0,323.0,-1092.0,1416.0,0.0,2304.0,0.0,0.0,0.0
7763,100000.0,2.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,46891.0,48134.0,49331.0,50508.0,51543.0,52685.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
1290,20000.0,2.0,1.0,2.0,23.0,0.0,0.0,-2.0,-1.0,0.0,0.0,6733.0,0.0,0.0,19132.0,19533.0,20235.0,0.0,0.0,19132.0,709.0,1027.0,600.0
31879,50000.0,1.0,2.0,2.0,26.333773898402363,1.0333773898402363,2.0,2.0,2.0,2.0,2.0,31442.299726489236,33012.71512882426,34166.28287946121,33322.915728172964,35248.5700590177,34616.08987527408,2386.6490440639054,1976.6358271118345,0.0,2779.973566095858,66.7547796804729,3046.5961762556217
13453,20000.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,10321.0,11348.0,12359.0,13730.0,13371.0,13491.0,1200.0,1208.0,1579.0,0.0,608.0,2000.0
26087,50000.0,2.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,38418.0,47709.0,48923.0,39210.0,30515.0,27861.0,10000.0,2131.0,1910.0,1410.0,1159.0,1050.0
10045,50000.0,2.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,42822.0,43872.0,25400.0,24202.0,25904.0,27567.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0
30823,110000.0,1.0061829509637294,1.9938170490362706,2.0,24.030914754818646,2.0,2.0,2.0,2.0,2.0,2.0,98411.0710802613,101424.87073561484,104882.93399486906,105332.30206508817,102228.47682577127,107978.07493395863,5534.006230300512,6582.687737301558,3701.854885289119,0.0,7508.037836252848,0.0
20580,500000.0,1.0,2.0,2.0,30.0,0.0,0.0,2.0,2.0,0.0,0.0,20544.0,25756.0,26176.0,18124.0,8133.0,4051.0,5835.0,1055.0,23.0,9.0,20.0,15099.0
18599,320000.0,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,120158.0,122307.0,112144.0,107318.0,105952.0,109626.0,6000.0,5000.0,5333.0,5000.0,5000.0,3000.0
34631,497885.1706621648,2.0,2.957703413243296,1.9577034132432962,29.338372694053632,-1.9577034132432962,-1.9577034132432962,-1.9577034132432962,-1.9577034132432962,-1.9577034132432962,-1.9577034132432962,4862.765411283445,797.7039238927031,5783.1977203466595,2313.4100543627874,861.3630041883304,-1408.7428785172306,811.7282149540418,5810.971119330715,2323.9447919084637,865.1938178413035,770.9512476608535,32142.42861419462
4898,360000.0,2.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,25633.0,26897.0,26439.0,25932.0,28396.0,28611.0,2000.0,1289.0,1000.0,4000.0,2000.0,1000.0
33332,100000.0,2.0,2.0,2.0,24.326261829963542,1.0,2.0,0.0,0.0,0.3262618299635427,2.0,6952.2867900545225,6694.5706228642675,7893.533319997512,9139.557452532481,9884.232688934866,9770.422121293503,0.0,1442.90417975638,1516.313091498177,920.5559935200515,163.13091498177135,2510.607255054686
18694,150000.0,2.0,1.0,1.0,26.0,2.0,2.0,2.0,2.0,2.0,0.0,69716.0,72156.0,70507.0,59123.0,39386.0,20561.0,5211.0,111.0,2371.0,0.0,702.0,341.0
29772,250000.0,1.0,3.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,209263.0,199834.0,200957.0,205454.0,205710.0,210115.0,7127.0,7335.0,8871.0,8055.0,8426.0,5208.0
25043,150000.0,1.0,2.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,0.0,131953.0,136386.0,140830.0,146050.0,142241.0,145559.0,8100.0,8100.0,9000.0,0.0,5578.0,5304.0
7498,210000.0,2.0,2.0,1.0,30.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,241.0,4651.0,4746.0,3938.0,3479.0,241.0,4651.0,95.0,301.0,3479.0,1000.0
23304,50000.0,2.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,48890.0,49083.0,48102.0,91452.0,9551.0,9746.0,1787.0,2247.0,1900.0,382.0,195.0,199.0
38360,60000.0,2.0,2.8137894375282713,1.0,44.32410493775444,2.0,2.8137894375282713,2.8137894375282713,2.8137894375282713,2.0,2.0,43670.799824992035,44338.61733533837,44943.32304182095,45463.37242112494,45973.3045370541,47725.57660489586,1686.2105624717287,1611.7263374830372,1555.8631687415186,1555.8631687415186,2776.5473250339255,4685.505143843295
12195,150000.0,1.0,2.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,148095.0,143845.0,132677.0,86265.0,88390.0,90599.0,8000.0,5300.0,3500.0,5000.0,4000.0,3000.0
17594,50000.0,2.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,2.0,2.0,40738.0,43923.0,45409.0,47718.0,46480.0,48756.0,4200.0,2500.0,3500.0,0.0,2800.0,1400.0
39087,120000.0,1.2318475023972422,1.2318475023972422,1.2318475023972422,32.37706748321931,2.0,2.0,2.0,2.0,2.0,0.46369500479448433,118687.90667362016,121092.11693658763,116932.51476151124,118766.4831286889,109122.46158723002,108965.51881488202,10608.914985616546,0.0,9268.152497602758,0.0,5779.73515486802,4698.5982468835855
22893,500000.0,2.0,1.0,2.0,27.0,0.0,-1.0,0.0,0.0,0.0,0.0,8328.0,24491.0,26085.0,27644.0,28884.0,32930.0,25450.0,2000.0,2000.0,2000.0,5000.0,5000.0
13130,80000.0,2.0,2.0,1.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2741.0,9266.0,1125.0,4380.0,2210.0,1150.0,9266.0,1125.0,4401.0,2210.0,1150.0,390.0
46230,172187.7551549046,1.7812244845095422,1.7812244845095422,2.0,27.0,-0.43755103098091586,-0.21877551549045793,0.43755103098091586,0.43755103098091586,-0.43755103098091586,-0.43755103098091586,17545.70526448166,19082.387725366174,19361.701188479,16658.644876179314,16938.32324163373,9970.726551652022,2063.3281729869523,937.4693814114505,274.20979406284926,279.67836545441605,142.18285618073665,0.0
27059,210000.0,1.0,2.0,1.0,39.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,600.0,169.0,497.0,15433.0,8500.0,10500.0,169.0,497.0,15436.0,170.0,2000.0,2822.0
6451,60000.0,2.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,-1.0,3517.0,3277.0,11335.0,9341.0,6451.0,3592.0,1000.0,10341.0,0.0,0.0,3592.0,3911.0
38052,30000.0,1.954702460826547,2.0,1.045297539173453,40.90940492165309,1.9094049216530942,1.9094049216530942,0.0,0.0,0.0,-0.9547024608265471,25524.74006260379,21674.117226049166,22498.336411725882,24100.963275255162,23040.646675770575,2862.0632306134094,90.8215660427731,1331.708277421417,4864.107382479641,992.7889038279928,1811.497091702565,1057.2821476495928
46654,50000.0,1.0955307276440052,3.0,1.0,37.85977654879605,3.095530727644005,2.286592182932015,2.1910614552880103,0.28659218293201505,0.1910614552880101,0.0,30667.88212663473,31243.586035168722,30421.77709662401,29078.349723230833,29305.467599078875,29063.593856209136,1356.7039085339925,0.0,918.9407807136909,946.0748588843708,1317.2910641863339,862.2173183372756
3356,100000.0,1.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,41298.0,42448.0,44368.0,48652.0,47885.0,48850.0,2000.0,2500.0,4900.0,0.0,1763.0,2000.0
23365,280000.0,2.0,3.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,166473.0,167864.0,140466.0,142417.0,126321.0,117613.0,7750.0,5195.0,5098.0,4319.0,4209.0,4127.0
45934,366380.17191728356,1.0,2.0,1.7659975440388065,32.468004911922385,0.0,0.0,0.0,0.0,0.0,0.0,227436.35141717643,227647.70020799592,216899.24673324486,193998.4721500536,196656.5260607914,196710.6701400766,10119.495616870054,9140.401473576716,8231.995088077612,7000.0,7469.426629573654,7639.006310298699
26686,50000.0,1.0,2.0,2.0,26.0,1.0,2.0,0.0,0.0,2.0,2.0,16412.0,15851.0,16889.0,19909.0,19291.0,20675.0,0.0,1294.0,3314.0,0.0,1700.0,0.0
42377,481748.6715535245,1.1520944037206293,1.0,1.8479055962793707,36.84790559627937,-1.1520944037206293,-1.0,-1.0,-1.0,-1.0,-0.5437167888381124,4241.720585015991,54345.189277958125,27231.77833860014,138815.80764366945,26798.71826512327,26818.12007725492,54370.1327601683,27241.07886997873,136033.2637209149,154436.5459065638,21576.642736234597,38434.1142756896
30369,100000.0,1.3135891183768698,2.0,1.3135891183768698,35.80487617136191,-1.3135891183768698,-1.3135891183768698,-1.3135891183768698,0.745643526492521,-0.6271782367537395,-0.6271782367537395,6787.615860589725,1180.0978313238847,3053.9510073638958,2713.1709738943136,1419.6346720186648,2626.3233672821725,1180.0978313238847,2462.7735403517727,1610.6174000729582,867.760323193668,2416.968048387118,2321.714384681065
43852,50000.0,1.6398895541880556,1.0,1.3601104458119444,24.72022089162389,-0.3601104458119443,0.0,1.2797791083761114,0.0,0.0,0.0,14742.201821730574,16734.34091149061,16988.991071254663,17756.315415873483,18143.562061238274,18443.786359316902,2354.8924443952424,720.2208916238886,1364.9833040663202,934.4458350119569,744.5068383323024,820.8309248273445
19416,270000.0,2.0,1.0,1.0,45.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27473,150000.0,1.0,2.0,1.0,51.0,2.0,2.0,0.0,0.0,2.0,2.0,17307.0,16736.0,17491.0,24882.0,25229.0,24688.0,0.0,1329.0,7720.0,1051.0,0.0,1987.0
27472,60000.0,1.0,2.0,1.0,50.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,7888.0,13989.0,9588.0,18041.0,14458.0,12710.0,14026.0,9700.0,18064.0,4016.0,5029.0,2828.0
6902,180000.0,2.0,2.0,2.0,29.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,6028.0,6028.0,3996.0,9062.0,3997.0,6028.0,6028.0,3996.0,9066.0,3997.0,6992.0
13586,80000.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,-1.0,0.0,-1.0,56602.0,14233.0,15729.0,3000.0,1500.0,1500.0,5000.0,5000.0,3000.0,0.0,1500.0,4473.0
17482,250000.0,2.0,2.0,1.0,33.0,3.0,2.0,2.0,-2.0,-2.0,-2.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22061,80000.0,2.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,71126.0,71009.0,69504.0,68262.0,70547.0,73040.0,4000.0,5002.0,4500.0,3000.0,3000.0,10000.0
26593,380000.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,387851.0,349973.0,689643.0,334456.0,329981.0,292421.0,13070.0,13000.0,26000.0,20095.0,11000.0,11000.0
9842,30000.0,1.0,2.0,2.0,25.0,1.0,2.0,2.0,2.0,2.0,2.0,26623.0,27703.0,26753.0,30107.0,30614.0,27190.0,1800.0,0.0,4100.0,900.0,0.0,40925.0
15874,50000.0,2.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,13517.0,14536.0,15694.0,16431.0,17056.0,17581.0,1550.0,1700.0,1300.0,900.0,800.0,800.0
31943,147957.79001638386,2.0,1.204220998361614,1.795779001638386,31.183116006553544,2.0,2.0,2.0,2.0,0.4084419967232278,0.4084419967232278,117668.1482964542,119747.6491954426,122955.24142839965,122768.67845090112,124228.06457980128,130776.15015115213,5511.980103112934,6612.662995084842,3306.331497542421,4681.688399344645,8746.01542745571,4058.472908355769
20888,380000.0,1.0,1.0,2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,388.0,388.0,388.0,388.0,775.0,387.0,389.0,389.0,389.0,776.0,1.0,435.0
23519,350000.0,2.0,1.0,1.0,36.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,326.0,326.0,652.0,326.0,3817.0,2802.0,326.0,652.0,0.0,3817.0,2802.0,0.0
1599,50000.0,1.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,47853.0,49474.0,47822.0,8585.0,8797.0,9001.0,2412.0,1500.0,500.0,500.0,500.0,490.0
12416,60000.0,1.0,2.0,2.0,27.0,1.0,2.0,2.0,2.0,2.0,2.0,10401.0,11770.0,10957.0,11480.0,10851.0,11365.0,2000.0,0.0,1000.0,0.0,1000.0,0.0
27636,10000.0,2.0,2.0,2.0,22.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,-400.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0
12440,150000.0,1.0,3.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,32866.0,37293.0,36772.0,4521.0,6452.0,6742.0,5028.0,3000.0,3000.0,2000.0,378.0,3306.0
10237,140000.0,1.0,2.0,1.0,41.0,0.0,0.0,2.0,2.0,2.0,2.0,57607.0,60676.0,64072.0,62444.0,67411.0,71144.0,4000.0,5000.0,0.0,6000.0,5000.0,0.0
16072,50000.0,2.0,3.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,19824.0,29311.0,30862.0,26614.0,15571.0,14971.0,15000.0,10000.0,5000.0,1500.0,800.0,2000.0
2785,50000.0,2.0,2.0,1.0,49.0,0.0,0.0,0.0,0.0,-1.0,-1.0,49467.0,41877.0,20082.0,5329.0,3990.0,2088.0,1472.0,1000.0,107.0,3990.0,2088.0,1470.0
10621,20000.0,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24146.0,25374.0,19075.0,18907.0,18507.0,20046.0,2024.0,2000.0,1005.0,1188.0,2002.0,1015.0
37420,57322.04026835241,1.2677959731647594,2.2677959731647594,1.7322040268352406,30.49828724861326,0.0,0.0,0.0,0.0,0.0,0.0,49758.99601074804,33672.71432484738,30830.65234885813,17309.403312752936,17798.627140939232,18816.299565080106,1982.5864107387438,2034.8134765114187,586.4000751665584,1127.9450040392285,2000.0,986.629626860027
43619,40000.0,2.0,2.0906482290485355,1.9093517709514642,25.728055312854394,2.0,2.0906482290485355,2.0,2.0,2.0,1.8187035419029285,5910.603355738543,9724.686325020131,9568.340812218332,10369.18364674983,10421.558892733756,10150.242730693752,4092.082969281589,148.8443920976957,972.8055312854393,363.7407083805857,31.63623193793898,2079.6191518235446
41686,50000.0,1.7129601777644297,2.0,2.0,27.14815928894228,0.0,0.0,0.0,0.0,0.0,0.0,30339.111391156828,30832.90154330516,29931.08973345303,18558.010782762856,18797.9167920006,19279.574380445913,1570.277460265145,1307.463035378125,653.4073628442309,1058.892565350953,787.639030934014,660.6309553841315
40302,50000.0,1.0,3.0,1.3100927836672582,45.31009278366726,3.069721648998225,2.6899072163327418,1.3798144326654833,0.0,0.0,0.0,50047.19875238296,48968.19144310931,48591.11668058128,49276.56030938372,49609.89036089526,48611.9010412564,0.0,620.1855673345167,1968.9907216332742,1312.263433152929,1310.0927836672583,2003.7211134040072
25973,50000.0,2.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,-1.0,0.0,39554.0,38600.0,23711.0,8663.0,19596.0,20082.0,5000.0,5038.0,3000.0,20130.0,1000.0,1000.0
20290,50000.0,2.0,1.0,2.0,52.0,2.0,0.0,0.0,0.0,-2.0,-1.0,6379.0,3257.0,4166.0,0.0,0.0,318.0,1091.0,1000.0,0.0,0.0,318.0,0.0
39494,193477.77024238266,1.3261114878808669,1.6738885121191331,2.0,25.9783344636426,0.0,0.0,0.0,0.6522229757617335,0.0,0.0,104491.89821224462,107244.11396709426,110219.76619287014,107468.76280194234,89575.45949843395,73369.33511662707,5554.389529397474,6827.854889572258,3369.4425605956662,3571.0212152793974,3941.4421103387067,6738.8851211913325
12211,60000.0,1.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,18875.0,20064.0,21227.0,22564.0,24191.0,25778.0,1500.0,1500.0,2000.0,2000.0,2000.0,2000.0
43816,50000.0,1.0,1.0,2.0,31.761698939273053,-1.0,-1.0,-1.0,-1.0,0.5595752651817372,0.5595752651817372,460.7007453549054,643.154545098552,551.9276452267287,1657.084538780622,637.3464250376032,1098.0471703925086,643.154545098552,556.7290610094562,1666.687370346077,0.0,734.1462751834367,187.25521552637417
18230,300000.0,1.0,3.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,-1.0,110350.0,102556.0,103834.0,99368.0,101600.0,560.0,4052.0,6122.0,1987.0,2232.0,560.0,0.0
37965,30000.0,1.4049292199404273,2.0,2.0,25.595070780059572,1.0,2.5950707800595727,2.0,2.0,2.0,2.0,14520.324166757173,14624.129953125253,14101.221510286563,15381.077502686314,14900.841531777081,16164.492718920206,624.8057863680795,0.0,1821.0707800595726,0.0,1598.7463086916434,0.0
